,city,state_l,metro,revenue,url,industry,workers,rank,id,yrs_on_list,growth,state_s,company
3944,New York,New York,New York City,43356675,epromos-promotional-products,Advertising & Marketing,112,3973,2038,73.9489,6,NY,ePromos Promotional Products
3945,San Diego,California,San Diego,30500500,sentek-global,Government Services,144,3974,1546,73.9371,8,CA,Sentek Global
3946,Greenville,South Carolina,"Greenville-Mauldin-Easley, SC",9175205,fortis-riders,Travel & Hospitality,13,3975,1895,73.9094,7,SC,Fortis Riders
3947,Atlanta,Georgia,Atlanta,3623379,keylingo,Business Products & Services,50,3976,26403,73.8898,2,GA,Keylingo
3948,Newport,Kentucky,Cincinnati,115388734,divisions-maintenance-group,Business Products & Services,124,3977,24308,73.8702,3,KY,Divisions Maintenance Group
3949,Moon Township,Pennsylvania,"Pittsburgh, PA",5574823,novel-geo-environmental,Environmental Services,28,3978,851,73.8035,3,PA,Novel Geo-Environmental
3950,Coral Springs,Florida,Miami,8719635,ctg-us,Logistics & Transportation,10,3979,19974,73.7655,5,FL,CTG US
3951,Carrollton,Texas,Dallas,3841287,advantix-marketing,Advertising & Marketing,26,3980,38112,73.7688,1,TX,Advantix Marketing
3952,Santa Monica,California,Los Angeles,9251350,abacus-wealth-partners,Financial Services,41,3981,22723,73.7369,4,CA,Abacus Wealth Partners
3953,Orlando,Florida,"Orlando, FL",68389871,xymogen,Health,328,3982,5065,73.729,8,FL,XYMOGEN
3954,Tempe,Arizona,Phoenix,8309965,tiempo-development,Software,190,3983,19447,73.7047,5,AZ,Tiempo Development
3955,Phoenix,Arizona,Phoenix,17175806,m-culinary-concepts,Food & Beverage,953,3984,38113,73.6532,1,AZ,M Culinary Concepts
3956,Houston,Texas,Houston,14584073,revention,Food & Beverage,88,3985,25257,73.6287,2,TX,Revention
3957,Irvine,California,Los Angeles,752335000,pacific-dental-services,Health,5961,3986,3813,73.6199,10,CA,Pacific Dental Services
3958,Lewisville,Texas,Dallas,167816713,parkway-construction-architecture,Construction,150,3987,25414,73.5814,2,TX,Parkway Construction & Architecture
3959,Bend,Oregon,"Prineville, OR",21672976,n-link,IT Services,160,3988,18317,73.5795,4,OR,n-Link
3960,Columbus,Ohio,"Columbus, OH",5766030,skyline-exhibits-of-central-ohio,Advertising & Marketing,20,3989,24242,73.5648,3,OH,Skyline Exhibits of Central Ohio
3961,San Jose,California,San Jose,16567935,jade-global,IT Services,350,3990,20717,73.5267,5,CA,Jade Global
3962,Roswell,Georgia,Atlanta,168690592,single-source,Business Products & Services,550,3991,38114,73.5196,1,GA,Single Source
3963,Ada,Michigan,"Grand Rapids-Wyoming, MI",31979787,usa-financial,Financial Services,46,3992,25377,73.48,2,MI,USA Financial
3964,Fairport,New York,"Rochester, NY",5980808,hr-works,Human Resources,58,3993,20748,73.4468,5,NY,HR Works
3965,Atlanta,Georgia,Atlanta,80605754,principle-solutions-group,IT Services,469,3994,17346,73.4196,5,GA,Principle Solutions Group
3966,St.louis,Missouri,"St. Louis, MO-IL",2566581,vintech-solutions,IT Services,36,3995,38115,73.4118,1,MO,Vintech Solutions
3967,Lake Oswego,Oregon,"Portland, OR",3499777,succeed-management-solutions,Software,45,3996,23870,73.2456,3,OR,Succeed Management Solutions
3968,Longview,Texas,"Longview, TX",26907680,ncic-inmate-phone-services,Telecommunications,70,3997,38116,73.2439,1,TX,NCIC Inmate Phone Services
3969,Boston,Massachusetts,Boston,210704532,best-doctors,Health,697,3998,20160,73.1105,5,MA,Best Doctors
3970,Boulder,Colorado,"Boulder, CO",6371872,cloud-9-living,Consumer Products & Services,17,3999,17589,73.1083,6,CO,Cloud 9 Living
3971,Portland,Maine,"Portland-South Portland-Biddeford, ME",12606382,tilson,Telecommunications,100,4000,19824,73.0886,5,ME,Tilson
3972,Malvern,Pennsylvania,Philadelphia,36005338,stream-companies,Advertising & Marketing,125,4001,1158,73.0412,9,PA,Stream Companies
3973,Lancaster,Pennsylvania,"Lancaster, PA",15657672,select-security,Security,175,4002,25640,73.0086,2,PA,Select Security
3974,Sandwich,Massachusetts,"Barnstable Town, MA",10308195,cape-medical-supply,Health,75,4003,2526,73.0099,6,MA,Cape Medical Supply
3975,Middleburg,Florida,"Jacksonville, FL",12747000,pragmatic-works,Software,90,4004,25690,73.0049,2,FL,Pragmatic Works
3976,Boca Raton,Florida,Miami,42600000,the-learning-experience,Education,528,4005,24353,72.9036,3,FL,The Learning Experience
3977,Austin,Texas,Austin,3630900,sales-engine-international,Advertising & Marketing,28,4006,21794,72.8459,4,TX,Sales Engine International
3978,Ruston,Louisiana,"Ruston, LA",63014000,hga,Engineering,398,4007,6184,72.8163,4,LA,HGA
3979,Winnetka,California,Los Angeles,16703155,broadvoice,Telecommunications,92,4008,38117,72.8015,1,CA,Broadvoice
3980,MACHESNEY PARK,Illinois,"Rockford, IL",52968569,field-fastener,Manufacturing,140,4009,20669,72.7221,5,IL,FIELD FASTENER
3981,New York,New York,New York City,9504669,enstoa,Business Products & Services,45,4010,19321,72.7142,5,NY,Enstoa
3982,Medina,Minnesota,Minneapolis,62999634,open-systems-international,Software,389,4011,18832,72.6621,2,MN,Open Systems International
3983,Chicago,Illinois,Chicago,15319000,cdm-media,Advertising & Marketing,82,4012,26346,72.6474,2,IL,CDM Media
3984,Tukwila,Washington,Seattle,33852200,strong-bridge,Business Products & Services,147,4013,22046,72.6248,4,WA,Strong-Bridge
3985,Loveland,Ohio,Cincinnati,496698000,pro-mach,Manufacturing,1893,4014,4149,72.5778,5,OH,Pro Mach
3986,Thousand Oaks,California,"Oxnard-Thousand Oaks-Ventura, CA",3770855,imarine-usa,Retail,5,4015,23545,72.5447,3,CA,iMarine USA
3987,Reston,Virginia,"Washington, DC",52266043,eintern,IT Services,637,4016,38118,72.4998,1,VA,eIntern
3988,Lone Tree,Colorado,"Denver-Aurora, CO",4733557,logic-integration,Business Products & Services,28,4017,22470,72.4228,4,CO,Logic Integration
3989,Dallas,Texas,Dallas,40265024,gtn-technical-staffing,Human Resources,220,4018,2670,72.4119,6,TX,GTN Technical Staffing
3990,Livingston,New Jersey,New York City,9068011,phonecom,Telecommunications,51,4019,20731,72.3962,4,NJ,Phone.com
3991,Fruita,Colorado,"Grand Junction, CO",33285861,frank-henry-equipment-usa,Manufacturing,112,4020,23821,72.3851,2,CO,Frank Henry Equipment USA
3992,Fort Myers,Florida,"Cape Coral-Fort Myers, FL",6957156,gecko-hospitality,Human Resources,4,4021,5193,72.359,6,FL,Gecko Hospitality
3993,Oak Brook,Illinois,Chicago,28336843,swc-technology-partners,IT Services,150,4022,22800,72.3428,4,IL,SWC Technology Partners
3994,Evanston,Illinois,Chicago,6028673,breakthrough-technologies,Software,60,4023,23840,72.3236,2,IL,Breakthrough Technologies
3995,Campbellsport,Wisconsin,"Beaver Dam, WI",98533245,drexel-building-supply,Construction,209,4024,310,72.2661,6,WI,Drexel Building Supply
3996,Birmingham,Alabama,"Birmingham-Hoover, AL",15000023,employment-screening-services,Human Resources,58,4025,3455,72.2721,9,AL,Employment Screening Services
3997,Chicago,Illinois,Chicago,36396259,servercentral,IT Services,84,4026,18546,72.2542,6,IL,ServerCentral
3998,Orlando,Florida,"Orlando, FL",8785674,collaboratemd,Health,40,4027,1122,72.2391,5,FL,CollaborateMD
3999,Charlotte,North Carolina,Charlotte,75152427,hissho-sushi,Food & Beverage,295,4028,18707,72.1994,5,NC,Hissho Sushi
4000,Memphis,Tennessee,"Memphis, TN-MS-AR",59046350,evolve-bank-trust,Financial Services,591,4029,23402,72.1952,3,TN,Evolve Bank & Trust
4001,Austin,Texas,Austin,7635010,consero-global,Financial Services,260,4030,17491,72.1645,4,TX,Consero Global
4002,New York,New York,New York City,11240353,windsor-resources,Human Resources,29,4031,25508,72.1442,2,NY,Windsor Resources
4003,Paso Robles,California,"San Luis Obispo-Paso Robles, CA",35396000,iqms,Software,193,4032,20857,72.126,5,CA,IQMS
4004,Livonia,Michigan,Detroit,24344298,preferred-solutions,Health,335,4033,19196,72.0096,5,MI,Preferred Solutions
4005,Santa Clara,California,San Jose,54037000,centrify,Software,450,4034,26240,71.9883,2,CA,Centrify
4006,Miami,Florida,Miami,14880865,fifo-wireless,Consumer Products & Services,49,4035,23839,71.9711,3,FL,FIFO Wireless
4007,Coral Springs,Florida,Miami,38592786,cruise-planners-an-american-express-travel-representative,Travel & Hospitality,64,4036,24496,71.9328,3,FL,"Cruise Planners, an American Express Travel Representative"
4008,Waltham,Massachusetts,Boston,4418672,mcgeough-lamacchia-realty,Real Estate,40,4037,21546,71.9099,4,MA,McGeough Lamacchia Realty
4009,Dayton,Ohio,"Dayton, OH",14970328,one-call-now,Telecommunications,73,4038,503,71.903,8,OH,One Call Now
4010,Knoxville,Tennessee,"Knoxville, TN",19530341,claris-networks,IT Services,96,4039,4685,71.7204,6,TN,Claris Networks
4011,Schaumburg,Illinois,Chicago,2579314,hvacnet,Retail,6,4040,38119,71.5973,1,IL,HVACNet
4012,fort mill,South Carolina,Charlotte,8000498,dynamic-design-solutions,Manufacturing,48,4041,24351,71.5698,3,SC,Dynamic Design Solutions
4013,Phoenix,Arizona,Phoenix,14572240,arizona-fireplaces,Consumer Products & Services,63,4042,38120,71.5504,1,AZ,Arizona Fireplaces
4014,Dallas,Texas,Dallas,93201255,davaco,Business Products & Services,909,4043,8541,71.538,2,TX,Davaco
4015,Boston,Massachusetts,Boston,3757327,united-private-car,Logistics & Transportation,50,4044,38121,71.5316,1,MA,United Private Car
4016,Dallas,Texas,Dallas,8896583,heartland-it-consulting,IT Services,13,4045,38122,71.4544,1,TX,Heartland IT Consulting
4017,Herndon,Virginia,"Washington, DC",13305519,karsun-solutions,Government Services,41,4046,38123,71.403,1,VA,Karsun Solutions
4018,Durham,North Carolina,"Durham, NC",8305000,worksmart,IT Services,49,4047,3578,71.3785,9,NC,WorkSmart
4019,Salt Lake City,Utah,Salt Lake City,82042426,vlcm,IT Services,104,4048,26116,71.3469,2,UT,VLCM
4020,New Palestine,Indiana,"Indianapolis, IN",2697683,bottom-line-performance,Business Products & Services,29,4049,38124,71.3056,1,IN,Bottom-Line Performance
4021,Mountain,Wisconsin,"Green Bay, WI",12619134,nicolet-plastics,Manufacturing,75,4050,4486,71.3006,3,WI,Nicolet Plastics
4022,Colorado Springs,Colorado,"Colorado Springs, CO",28619907,infinity-systems-engineering,Government Services,121,4051,2340,71.2123,8,CO,Infinity Systems Engineering
4023,Cypress,California,Los Angeles,2449463,method-technologies,IT Services,20,4052,25353,71.1857,2,CA,Method Technologies
4024,Springfield,Missouri,"Springfield, MO",10898840,jmark-business-solutions,IT Services,80,4053,18173,71.1653,6,MO,JMARK Business Solutions
4025,Phoenix,Arizona,Phoenix,203563539,american-auction-company,Consumer Products & Services,318,4054,10623,71.1383,12,AZ,American Auction Company
4026,Walnut Creek,California,San Francisco,9731233,clicksafety,Education,31,4055,24564,71.1326,3,CA,ClickSafety
4027,Miami Lakes,Florida,Miami,4141127,cube-care-company,Health,37,4056,38125,71.098,1,FL,Cube Care Company
4028,Gulf Breeze,Florida,"Pensacola-Ferry Pass-Brent, FL",53904753,appriver,IT Services,218,4057,741,71.079,9,FL,AppRiver
4029,Chicago,Illinois,Chicago,2376346,caxy-consulting,IT Services,25,4058,25005,71.03,2,IL,Caxy Consulting
4030,Glen Ellyn,Illinois,Chicago,8958148,magenium-solutions,IT Services,49,4059,23992,70.9131,3,IL,Magenium Solutions
4031,Byron Center,Michigan,"Allegan, MI",4233701,double-o-supply-craftsmen,Construction,22,4060,24964,70.8619,2,MI,Double O Supply & Craftsmen
4032,Lafayette,Louisiana,"Lafayette, LA",51495271,bottom-line-equipment,Construction,78,4061,4882,70.7838,7,LA,Bottom Line Equipment
4033,Fremont,California,San Francisco,6446694,sigmaways,IT Services,75,4062,19773,70.6258,5,CA,Sigmaways
4034,North Charleston,South Carolina,"Charleston-North Charleston, SC",3048745,stasmayer,IT Services,22,4063,25150,70.6223,2,SC,Stasmayer
4035,Seattle,Washington,Seattle,8519788,point-to-point-transportation-services,Logistics & Transportation,18,4064,22392,70.5191,4,WA,Point to Point Transportation Services
4036,Dallas,Texas,Dallas,10705539,bob-lilly-professional-promotions,Advertising & Marketing,34,4065,8919,70.4959,2,TX,Bob Lilly Professional Promotions
4037,San Francisco,California,San Francisco,26394433,evolve-discovery,Business Products & Services,159,4066,26200,70.4878,2,CA,Evolve Discovery
4038,Denver,Colorado,"Denver-Aurora, CO",63582391,linx,Telecommunications,320,4067,5455,70.466,6,CO,Linx
4039,Westport,Connecticut,"Bridgeport-Stamford-Norwalk, CT",9803512,llbh-private-wealth-management,Financial Services,15,4068,26189,70.4443,2,CT,LLBH Private Wealth Management
4040,Santa Rosa,California,"Santa Rosa-Petaluma, CA",3197642,sift-dessert-bar,Food & Beverage,65,4069,38126,70.442,1,CA,Sift Dessert Bar
4041,Austin,Texas,Austin,45548000,sage-environmental-consulting,Environmental Services,300,4070,2145,70.4194,9,TX,Sage Environmental Consulting
4042,Parsippany,New Jersey,New York City,298173037,strategic-products-and-services,Telecommunications,720,4071,11191,70.4078,2,NJ,Strategic Products and Services
4043,Scotch plains,New Jersey,New York City,3820055,tiny-tots-therapy,Health,10,4072,21247,70.3756,4,NJ,Tiny Tots Therapy
4044,Alpharetta,Georgia,Atlanta,7114504,dodge-communications,Advertising & Marketing,55,4073,1759,70.3069,7,GA,Dodge Communications
4045,Atlanta,Georgia,Atlanta,8967751,inreality,Advertising & Marketing,33,4074,18724,70.2366,3,GA,InReality
4046,San Diego,California,San Diego,45865143,buyautopartscom,Consumer Products & Services,130,4075,20047,70.1715,5,CA,BuyAutoParts.com
4047,ATHENS,Georgia,"Athens-Clarke County, GA",5304208,bos-staffing,Human Resources,1100,4076,20484,70.158,5,GA,BOS Staffing
4048,Plymouth Meeting,Pennsylvania,Philadelphia,2104956,alura-business-solutions,IT Services,11,4077,38127,70.1604,1,PA,Alura Business Solutions
4049,Vancouver,Washington,"Portland, OR",2963000,bridgefront,Education,21,4078,38128,70.0669,1,WA,BridgeFront
4050,Riverside,Colorado,"Riverside-San Bernardino-Ontario, CA",5616346,usafact,Human Resources,37,4079,25438,70.0067,2,CO,USAFact
4051,Evanston,Illinois,Chicago,20986020,the-evanston-group,Human Resources,56,4080,22242,69.9776,4,IL,The Evanston Group
4052,Philadelphia,Pennsylvania,Philadelphia,26361000,customized-energy-solutions,Energy,104,4081,1659,69.8532,9,PA,Customized Energy Solutions
4053,Akron,Ohio,"Akron, OH",11447496,qual-chem,Business Products & Services,7,4082,38129,69.8221,1,OH,Qual Chem
4054,El Paso,Texas,"El Paso, TX",59027135,trans-expedite,Logistics & Transportation,149,4083,20607,69.8145,5,TX,Trans-Expedite
4055,Tampa,Florida,Tampa,21015016,agilethought,Software,97,4084,751,69.8049,8,FL,AgileThought
4056,Austin,Texas,Austin,39368134,invenio-solutions,Business Products & Services,478,4085,23789,69.7568,3,TX,Invenio Solutions
4057,Shawnee,Kansas,"Kansas City, MO-KS",21575913,team-drive-away,Logistics & Transportation,30,4086,20078,69.6939,5,KS,Team Drive-Away
4058,North Kansas City,Missouri,"Kansas City, MO-KS",18397161,247-express-logistics,Logistics & Transportation,66,4087,22442,69.6647,4,MO,24/7 Express Logistics
4059,Center Harbor,New Hampshire,"Laconia, NH",4080345,smartware-group,Software,27,4088,22346,69.6609,4,NH,Smartware Group
4060,chicago,Illinois,Chicago,6331196,go-grocer,Food & Beverage,30,4089,38130,69.6062,1,IL,Go Grocer
4061,Reading,Pennsylvania,"Reading, PA",2526442,rer-energy-group,Energy,15,4090,38131,69.5379,1,PA,RER Energy Group
4062,Malvern,Pennsylvania,Philadelphia,35062509,frontline-technologies,Education,191,4091,38132,69.5173,1,PA,Frontline Technologies
4063,Stamford,Connecticut,"Bridgeport-Stamford-Norwalk, CT",8586732,vitesse-worldwide,Logistics & Transportation,51,4092,38133,69.4446,1,CT,Vitesse Worldwide
4064,Ocala,Florida,"Ocala, FL",37408209,america-choice-rv,Retail,95,4093,25577,69.4293,2,FL,America Choice RV
4065,Phoenix,Arizona,Phoenix,13647199,lawlogix-group,Software,59,4094,1311,69.4026,9,AZ,LawLogix Group
4066,El Cajon,California,San Diego,3590056,optifuse,Manufacturing,10,4095,38134,69.39,1,CA,OptiFuse
4067,Mt Arlington,New Jersey,New York City,2020572,pharmacy-plus-network,Health,3,4096,38135,69.3196,1,NJ,Pharmacy Plus Network
4068,Waltham,Massachusetts,Boston,19522887,zoominfo,Advertising & Marketing,99,4097,5806,69.2811,3,MA,ZoomInfo
4069,Brea,California,Los Angeles,7294058,coury-buehler-physical-therapy,Health,97,4098,25804,69.1838,2,CA,Coury & Buehler Physical Therapy
4070,San Diego,California,San Diego,5939425,the-dzap-group,Advertising & Marketing,45,4099,26389,69.1765,2,CA,The DZAP Group
4071,Rockville,Maryland,"Washington, DC",34582245,dataprise,Software,207,4100,3983,69.1329,10,MD,Dataprise
4072,Hackensack,New Jersey,New York City,8251000,strativity-group,Business Products & Services,15,4101,23915,69.0779,3,NJ,Strativity Group
4073,San Francisco,California,San Francisco,4433078,varsity-technologies,IT Services,32,4102,38136,69.0637,1,CA,Varsity Technologies
4074,Holts Summit,Missouri,"Jefferson City, MO",41096112,pro-food-systems,Food & Beverage,91,4103,2077,69.024,7,MO,Pro Food Systems
4075,San Antonio,Texas,"San Antonio, TX",179706660,legend-healthcare,Health,2532,4104,1791,69.0016,3,TX,Legend Healthcare
4076,Billerica,Massachusetts,Boston,22177394,clearbridge-technology-group,IT Services,250,4105,21708,68.9719,4,MA,ClearBridge Technology Group
4077,Colorado Springs,Colorado,"Colorado Springs, CO",39000245,braxton-science-technology-group,Government Services,196,4106,18537,68.962,6,CO,Braxton Science & Technology Group
4078,Columbia,Maryland,Baltimore,14260268,prime-solutions,Government Services,63,4107,21847,68.9438,4,MD,Prime Solutions
4079,Los Angeles,California,Los Angeles,6212160,public-identity,Advertising & Marketing,10,4108,8816,68.9377,4,CA,Public Identity
4080,New York,New York,New York City,13434360,neumans-kitchen,Food & Beverage,105,4109,38137,68.9302,1,NY,Neuman's Kitchen
4081,Oxnard,California,"Oxnard-Thousand Oaks-Ventura, CA",47192392,hf-healthcare,Health,18,4110,38138,68.919,1,CA,HF HEALTHCARE
4082,Dickson,Tennessee,"Nashville-Davidson--Murfreesboro--Franklin, TN",3025554,sewing-parts-online,Retail,12,4111,26355,68.8684,2,TN,Sewing Parts Online
4083,Austin,Texas,Austin,18625332,agileassets,Government Services,111,4112,20044,68.8179,4,TX,AgileAssets
4084,Valley View,Ohio,Cleveland,5115680,avantia,IT Services,38,4113,7007,68.8099,3,OH,Avantia
4085,Atlanta,Georgia,Atlanta,22610620,prestige-staffing,Human Resources,62,4114,3634,68.7759,6,GA,Prestige Staffing
4086,Itasca,Illinois,Chicago,9835958,lighten-the-load,Logistics & Transportation,23,4115,4798,68.7833,6,IL,Lighten the Load
4087,West Chester,Pennsylvania,Philadelphia,9425281,green-lawn-fertilizing,Consumer Products & Services,80,4116,22696,68.7207,4,PA,Green Lawn Fertilizing
4088,Santa Clara,California,San Jose,26205200,infostretch,Software,142,4117,18210,68.6306,6,CA,Infostretch
4089,Columbia,Maryland,Baltimore,37236810,gantech,IT Services,141,4118,568,68.6166,7,MD,GANTECH
4090,Elmhurst,Illinois,Chicago,23520303,windy-city-limousine,Logistics & Transportation,346,4119,17742,68.6171,6,IL,Windy City Limousine
4091,Dallas,Texas,Dallas,78305000,homecare-homebase,Health,340,4120,21732,68.595,4,TX,Homecare Homebase
4092,Elkridge,Maryland,Baltimore,8688863,edwards-project-solutions,Business Products & Services,47,4121,4847,68.575,9,MD,Edwards Project Solutions
4093,Gloucester City,New Jersey,Philadelphia,70547308,nest-international,Business Products & Services,174,4122,20301,68.5741,5,NJ,NEST International
4094,Dallas,Texas,Dallas,3603187,morrow-hill,Real Estate,21,4123,38139,68.57,1,TX,Morrow Hill
4095,Portland,Oregon,"Portland, OR",3182206,strategic-marketing,Advertising & Marketing,18,4124,23932,68.5665,3,OR,Strategic Marketing
4096,Mary Esther,Florida,"Fort Walton Beach-Crestview-Destin, FL",86548933,advanced-enterprises-of-nw-fl,Advertising & Marketing,628,4125,21328,68.5573,4,FL,Advanced Enterprises of NW FL
4097,Pittsford,New York,"Rochester, NY",900023000,sutherland-global-services,Business Products & Services,36000,4126,3020,68.5402,9,NY,Sutherland Global Services
4098,Delray Beach,Florida,Miami,3381637,gateway-commercial-finance,Financial Services,10,4127,22330,68.5172,4,FL,Gateway Commercial Finance
4099,Chicago,Illinois,Chicago,36445226,singlehop,IT Services,90,4128,17291,68.4748,6,IL,SingleHop
4100,chicago,Illinois,Chicago,6673397,sphere-consulting,Software,13,4129,23529,68.4479,3,IL,SPHERE CONSULTING
4101,Orange,California,Los Angeles,663549000,m-s-international,Consumer Products & Services,1032,4130,2662,68.443,6,CA,M S International
4102,Clifton Park,New York,"Albany-Schenectady-Troy, NY",105468013,annese-associates,Telecommunications,120,4131,4450,68.4406,6,NY,Annese & Associates
4103,Englewood,Colorado,"Denver-Aurora, CO",15462996,dbak,IT Services,43,4132,23953,68.4439,3,CO,DBAK
4104,Plano,Texas,Dallas,9436831,cccoa,Manufacturing,50,4133,22003,68.4398,3,TX,CCCoA
4105,Miami,Florida,Miami,4787528,aquila,Health,276,4134,38140,68.3956,1,FL,Aquila
4106,Elkins Park,Pennsylvania,Philadelphia,6883000,cetra-language-solutions,Business Products & Services,36,4135,1576,68.3297,8,PA,CETRA Language Solutions
4107,Seattle,Washington,Seattle,193935000,pacific-market-international-pmi,Food & Beverage,197,4136,4547,68.2938,6,WA,Pacific Market International PMI
4108,Los Angeles,California,Los Angeles,3598694,eminutes,Business Products & Services,7,4137,25094,68.2857,2,CA,eMinutes
4109,Troy,Michigan,Detroit,47651736,fisher-unitech,Manufacturing,129,4138,4262,68.2489,8,MI,Fisher Unitech
4110,Boston,Massachusetts,Boston,45640200,smart-destinations,Travel & Hospitality,44,4139,652,68.212,8,MA,Smart Destinations
4111,Clinton Township,Michigan,Detroit,8055196,godlan,Software,45,4140,38141,68.2121,1,MI,Godlan
4112,Houston,Texas,Houston,2109781,jonathans-the-rub,Food & Beverage,36,4141,38142,68.2041,1,TX,Jonathan's The Rub
4113,Austin,Texas,Austin,9180000,origen-biomedical,Health,58,4142,19865,68.1627,5,TX,OriGen Biomedical
4114,Westlake,Ohio,Cleveland,78577000,mission-broadcasting,Media,39,4143,20902,68.1403,2,OH,Mission Broadcasting
4115,Philadelphia,Pennsylvania,Philadelphia,5762650,exude,Insurance,42,4144,18907,68.1027,5,PA,eXude
4116,Dallas,Texas,Dallas,70423861,pariveda-solutions,IT Services,388,4145,553,68.0873,8,TX,Pariveda Solutions
4117,Memphis,Tennessee,"Memphis, TN-MS-AR",19283934,archer>malmo,Advertising & Marketing,154,4146,9495,68.0625,4,TN,archer>malmo
4118,Indianapolis,Indiana,"Indianapolis, IN",48073710,morales-group,Human Resources,65,4147,22423,67.8851,2,IN,Morales Group
4119,Plantation,Florida,Miami,25350192,solstice-benefits,Insurance,93,4148,21489,67.8655,4,FL,Solstice Benefits
4120,Denver,Colorado,"Denver-Aurora, CO",30533039,bradsby-group,Human Resources,97,4149,20413,67.8567,5,CO,Bradsby Group
4121,Gig Harbor,Washington,Seattle,27611898,laborworks,Human Resources,64,4150,6081,67.8561,3,WA,LaborWorks
4122,Denver,Colorado,"Denver-Aurora, CO",2231888,hermes-worldwide,Logistics & Transportation,29,4151,38143,67.849,1,CO,Hermes Worldwide
4123,Irvine,California,Los Angeles,9098458,kaygen,IT Services,40,4152,26551,67.7595,2,CA,Kaygen
4124,Louisville,Kentucky,"Louisville/Jefferson County, KY-IN",6997979,lss-life-safety-services,Business Products & Services,100,4153,1465,67.7382,7,KY,LSS Life Safety Services
4125,Washington,District of Columbia,"Washington, DC",20690284,tcg,Government Services,72,4154,692,67.7184,9,DC,TCG
4126,GERMANTOWN,Wisconsin,"Milwaukee-Waukesha-West Allis, WI",4488670,enviro-safe-resource-recovery,Environmental Services,12,4155,3980,67.702,8,WI,ENVIRO-SAFE RESOURCE RECOVERY
4127,Boca Raton,Florida,Miami,5363455,flagship-solutions-group,IT Services,21,4156,38144,67.5833,1,FL,Flagship Solutions Group
4128,Louisville,Kentucky,"Louisville/Jefferson, KY-IN",17275762,frannet,Business Products & Services,14,4157,17500,67.5666,6,KY,FranNet
4129,Novi,Michigan,Detroit,76441167,national-food-group,Food & Beverage,70,4158,18663,67.5401,6,MI,National Food Group
4130,West Palm Beach,Florida,Miami,4712444,legacy-contracting-solutions,Construction,41,4159,19752,67.5365,5,FL,Legacy Contracting Solutions
4131,Honolulu,Hawaii,"Honolulu, HI",6243000,bonterra-solar,Energy,22,4160,26396,67.5074,2,HI,Bonterra Solar
4132,Bryn Mawr,Pennsylvania,Philadelphia,20504310,visiting-angels,Health,32,4161,18484,67.3882,3,PA,Visiting Angels
4133,Rochelle Park,New Jersey,New York City,41776324,insys-group,Business Products & Services,286,4162,6566,67.3279,5,NJ,INSYS Group
4134,Chesterfield,Michigan,Detroit,6825371,advantage-technologies,IT Services,48,4163,24181,67.3295,3,MI,Advantage Technologies
4135,St.Charles,Illinois,Chicago,21041576,insurance-program-managers-group,Insurance,115,4164,26269,67.3202,2,IL,Insurance Program Managers Group
4136,Atlanta,Georgia,Atlanta,11014749,clinical-resources,Health,17,4165,17294,67.2285,6,GA,Clinical Resources
4137,Stuart,Florida,"Port St. Lucie, FL",5099876,sps-industrial,Government Services,13,4166,21789,67.2115,3,FL,SPS Industrial
4138,Santa Cruz,California,"Santa Cruz-Watsonville, CA",3397684,monarch-media,Education,17,4167,20204,67.0769,4,CA,Monarch Media
4139,Albuquerque,New Mexico,"Albuquerque, NM",2279945,griffin-associates,Advertising & Marketing,10,4168,6798,67.0844,3,NM,Griffin & Associates
4140,Charlotte,North Carolina,Charlotte,129138596,ettain-group,IT Services,202,4169,4790,67.0497,5,NC,Ettain Group
4141,Chicago,Illinois,Chicago,4087065,digerati-group,IT Services,23,4170,22139,67.0267,4,IL,Digerati Group
4142,Holland,Michigan,"Holland-Grand Haven, MI",33442494,ebw-electronics,Manufacturing,157,4171,23327,67.0174,3,MI,EBW Electronics
4143,Ballston Lake,New York,"Albany-Schenectady-Troy, NY",58053200,smartwatt-energy,Energy,250,4172,21506,66.9909,4,NY,SmartWatt Energy
4144,Sherman Oaks,California,Los Angeles,10216204,bel-air-internet,Telecommunications,75,4173,38145,66.9699,1,CA,Bel Air Internet
4145,Ann Arbor,Michigan,"Ann Arbor, MI",7767565,leon-speakers,Consumer Products & Services,48,4174,20331,66.9392,5,MI,Leon Speakers
4146,Needham,Massachusetts,Boston,19181262,resource-options,Human Resources,1618,4175,3650,66.9124,6,MA,Resource Options
4147,Las Vegas,Nevada,"Las Vegas-Paradise, NV",69394832,4wall-lighting,Business Products & Services,239,4176,19134,66.8881,6,NV,4Wall Lighting
4148,Eugene,Oregon,"Eugene-Springfield, OR",66953902,gorilla-capital,Real Estate,29,4177,17645,66.8795,6,OR,Gorilla Capital
4149,Blue Mounds,Wisconsin,"Madison, WI",4656726,midwest-prototyping,Manufacturing,28,4178,21854,66.8425,4,WI,Midwest Prototyping
4150,Arlington Heights,Illinois,Chicago,9850755,cobra-concrete-cutting-services,Construction,55,4179,5540,66.7923,3,IL,Cobra Concrete Cutting Services
4151,Plano,Texas,Dallas,212370111,masergy-communications,IT Services,400,4180,7633,66.7848,4,TX,Masergy Communications
4152,San Francisco,California,San Francisco,10743192,answerlab,Business Products & Services,43,4181,364,66.7602,7,CA,AnswerLab
4153,Carrollton,Texas,Dallas,28244909,the-trade-group,Advertising & Marketing,105,4182,25646,66.7531,2,TX,The Trade Group
